iter	RMSE
201	68.46514544
202	68.44962595
203	68.31879326
204	68.25414081
205	68.19105391
206	68.11387724
207	68.04295883
208	67.97273731
209	67.83627462
210	67.75623498
211	67.61166051
212	67.49112095
213	67.46513577
214	67.39865357
215	67.29433192
216	67.18060334
217	67.04936494
218	66.97457262
219	66.88196133
220	66.86186707
221	66.84554203
222	66.67719852
223	66.56114537
224	66.46653923
225	66.35460137
226	66.21298299
227	66.10397873
228	66.04551813
229	65.97740341
230	65.86131861
231	65.84855256
232	65.82956789
233	65.74180851
234	65.67257736
235	65.65737647
236	65.57343776
237	65.4625748
238	65.37154703
239	65.2910994
240	65.26712958
241	65.18853813
242	65.11167264
243	65.0709411
244	64.98235543
245	64.89633187
246	64.84353599
247	64.74750378
248	64.67194111
249	64.57624819
250	64.54956989
251	64.53611889
252	64.43242566
253	64.3510987
254	64.26237275
255	64.16099126
256	64.14604753
257	64.09757464
258	64.00989555
259	63.99012103
260	63.88727875
261	63.82488287
262	63.80556781
263	63.72607127
264	63.71076507
265	63.62604996
266	63.56584389
267	63.48859924
268	63.39728909
269	63.24810757
270	63.15730456
271	63.13928869
272	63.08122365
273	62.9902426
274	62.97265027
275	62.89320971
276	62.80639263
277	62.69272292
278	62.60289254
279	62.53541396
280	62.52496483
281	62.5147983
282	62.38541641
283	62.32983672
284	62.31337458
285	62.247142
286	62.23529337
287	62.1742454
288	62.09763165
289	62.08545735
290	62.00804146
291	61.99615351
292	61.98708506
293	61.85796519
294	61.79207253
295	61.73055083
296	61.72364148
297	61.65540432
298	61.58064059
299	61.52761835
300	61.51511704
301	61.45342767
302	61.38492532
303	61.3118849
304	61.24678374
305	61.17108173
306	61.16151093
307	61.0776643
308	60.97924527
309	60.9154456
310	60.90866244
311	60.81527462
312	60.76803459
313	60.75905871
314	60.68715447
315	60.62917632
316	60.61576337
317	60.58231949
318	60.54517545
319	60.49721207
320	60.49110269
321	60.41477956
322	60.38115357
323	60.37286597
324	60.30923297
325	60.25653966
326	60.22725293
327	60.1565422
328	60.10448579
329	60.09680081
330	59.98783486
331	59.98209276
332	59.90077592
333	59.86723681
334	59.82832996
335	59.77022535
336	59.76531779
337	59.65778434
338	59.59611059
339	59.53213973
340	59.46532596
341	59.39241133
342	59.29795445
343	59.23459139
344	59.18936062
345	59.18456954
346	59.1799302
347	59.17413199
348	59.14669142
349	59.10250437
350	59.00662426
351	59.0015202
352	58.93191881
353	58.88619555
354	58.81860172
355	58.81305917
356	58.76659311
357	58.7092693
358	58.6719666
359	58.57713631
360	58.5704469
361	58.53359846
362	58.48640734
363	58.38224299
364	58.33479364
365	58.25039399
366	58.20724802
367	58.18336932
368	58.15210079
369	58.10687771
370	58.06594767
371	58.01655871
372	57.97773803
373	57.9728401
374	57.93894309
375	57.85640259
376	57.83494854
377	57.77767801
378	57.71093193
379	57.70504794
380	57.67960545
381	57.63866404
382	57.59798602
383	57.55578128
384	57.55102367
385	57.50955966
386	57.47311335
387	57.40186939
388	57.35908008
389	57.30385698
390	57.29962712
391	57.26286376
392	57.18385147
393	57.13531881
394	57.10197876
395	57.07257563
396	57.01760056
397	56.98005559
398	56.92839275
399	56.89754672
400	56.84303742
401	56.75017843
402	56.71651782
403	56.67895093
404	56.61417882
405	56.61040522
406	56.57175888
407	56.50521269
408	56.47015324
409	56.44661442
410	56.36618882
411	56.36268032
412	56.30641648
413	56.23425028
414	56.23013664
415	56.1963961
416	56.16778983
417	56.14699102
418	56.11626659
419	56.08366973
420	56.0622411
421	56.02856157
422	55.97937731
423	55.91618734
424	55.91286406
425	55.90285794
426	55.83811581
427	55.73389235
428	55.73056182
429	55.69309569
430	55.63116919
431	55.62777641
432	55.58601953
433	55.53270734
434	55.47683353
435	55.43302691
436	55.39150207
437	55.3265658
438	55.25411488
439	55.22443714
440	55.15428723
441	55.15125061
442	55.12602209
443	55.10885536
444	55.05807862
445	54.99606144
446	54.95751326
447	54.92268909
448	54.9195218
449	54.87793595
450	54.81958452
451	54.76973798
452	54.73055311
453	54.67851528
454	54.60650589
455	54.57545106
456	54.55494593
457	54.49695672
458	54.47213846
459	54.42149188
460	54.39644976
461	54.34138234
462	54.29339279
463	54.26298426
464	54.22021413
465	54.18957801
466	54.12453742
467	54.1218526
468	54.09356813
469	54.07319806
470	54.02492615
471	53.96492784
472	53.88070876
473	53.81316382
474	53.74902925
475	53.74618032
476	53.74328306
477	53.71748201
478	53.69422462
479	53.66027172
480	53.64538983
481	53.61142133
482	53.53760435
483	53.48857508
484	53.46271405
485	53.45869967
486	53.4098353
487	53.36029203
488	53.29979382
489	53.28390278
490	53.26063308
491	53.21868371
492	53.1455885
493	53.06408472
494	53.03951706
495	52.97424984
496	52.94355488
497	52.91595186
498	52.86902677
499	52.82557169
500	52.81811232
501	52.76574074
502	52.73390817
503	52.71143522
504	52.69375351
505	52.65878018
506	52.62208617
507	52.59699978
508	52.59431803
509	52.560674
510	52.50701989
511	52.47489383
512	52.42877809
513	52.37210116
514	52.3214197
515	52.2719693
516	52.2405073
517	52.21340719
518	52.19250061
519	52.14364278
520	52.12390373
521	52.06206315
522	51.97975778
523	51.97654654
524	51.92878274
525	51.88907118
526	51.84377106
527	51.81208934
528	51.76568401
529	51.76304189
530	51.71259937
531	51.66841825
532	51.66594438
533	51.64361961
534	51.59612591
535	51.51822696
536	51.45028324
537	51.417735
538	51.37833761
539	51.32977407
540	51.30147863
541	51.28146971
542	51.25397786
543	51.21971917
544	51.21750356
545	51.21484567
546	51.20656677
547	51.16467545
548	51.16187559
549	51.11250771
550	51.07792322
551	51.03851329
552	50.98953417
553	50.91397597
554	50.88184042
555	50.82798127
556	50.79406119
557	50.78656245
558	50.76803845
559	50.73499449
560	50.71269614
561	50.65328053
562	50.61624838
563	50.58995183
564	50.56815406
565	50.55186146
566	50.48673608
567	50.45407587
568	50.38356702
569	50.38108814
570	50.34771685
571	50.32654888
572	50.30657679
573	50.25624021
574	50.24335124
575	50.18140959
576	50.15425652
577	50.11435964
578	50.11190844
579	50.06035177
580	50.04063085
581	50.03175911
582	50.01058067
583	49.9758557
584	49.97353293
585	49.97147534
586	49.93273523
587	49.89405932
588	49.86639263
589	49.81863167
590	49.80401502
591	49.78252571
592	49.76634943
593	49.71948452
594	49.69072193
595	49.6498236
596	49.60106668
597	49.5872736
598	49.57573717
599	49.56226176
600	49.55549008
601	49.50156158
602	49.44749437
603	49.40033459
604	49.38868489
605	49.35431717
606	49.31466124
607	49.27902321
608	49.21810204
609	49.17544871
610	49.16964098
611	49.13230098
612	49.09944549
613	49.05624336
614	49.0317891
615	49.01790024
616	48.94728701
617	48.92135441
618	48.88873278
619	48.85173317
620	48.80007626
621	48.77217975
622	48.74273024
623	48.69340642
624	48.6619263
625	48.65944746
626	48.61782962
627	48.59279455
628	48.53845893
629	48.49477968
630	48.4411427
631	48.41941073
632	48.41706988
633	48.36018199
634	48.33346247
635	48.31560392
636	48.30026036
637	48.27864251
638	48.26297795
639	48.26125335
640	48.21633544
641	48.15230774
642	48.15082929
643	48.13645109
644	48.1114401
645	48.08911403
646	48.07695384
647	48.06472454
648	48.04340986
649	47.98349024
650	47.95310622
651	47.94099602
652	47.92049193
653	47.87084276
654	47.84328912
655	47.78366364
656	47.75303247
657	47.6925782
658	47.6710686
659	47.66461987
660	47.66205278
661	47.64764085
662	47.61779899
663	47.57552702
664	47.55806837
665	47.51153772
666	47.48697481
667	47.45759461
668	47.42442034
669	47.407657
670	47.38647918
671	47.35168701
672	47.3068113
673	47.29414278
674	47.28212849
675	47.25139824
676	47.1925229
677	47.14323312
678	47.11510895
679	47.09618363
680	47.0503384
681	47.01709363
682	46.99595929
683	46.95758414
684	46.91460964
685	46.89133531
686	46.87835681
687	46.8670334
688	46.84472677
689	46.82217645
690	46.73589751
691	46.72982058
692	46.69424574
693	46.67046101
694	46.63869433
695	46.58105032
696	46.54469251
697	46.51669196
698	46.49132988
699	46.46531195
700	46.43523943
701	46.41643232
702	46.40809148
703	46.39445909
704	46.34327032
705	46.29425842
706	46.2302698
707	46.21750421
708	46.2026243
709	46.18302534
710	46.16495373
711	46.14728899
712	46.10629613
713	46.07223979
714	46.05969768
715	46.00779142
716	45.93898194
717	45.89799334
718	45.87964905
719	45.83373019
720	45.78553357
721	45.73903445
722	45.69830868
723	45.66538951
724	45.65386008
725	45.61575934
726	45.6140325
727	45.6070352
728	45.56876005
729	45.53177948
730	45.51497232
731	45.49530508
732	45.44342147
733	45.39741131
734	45.33966639
735	45.30674971
736	45.30410094
737	45.25620202
738	45.22234992
739	45.19783207
740	45.14072965
741	45.10218467
742	45.08132814
743	45.07119136
744	45.02846292
745	45.01947186
746	44.98062551
747	44.93898903
748	44.92154847
749	44.89217007
750	44.86035334
751	44.85125874
752	44.80825915
753	44.77601209
754	44.7598383
755	44.72916996
756	44.71234792
757	44.68464073
758	44.65790606
759	44.64238969
760	44.63417217
761	44.62243847
762	44.59543143
763	44.58445681
764	44.56095205
765	44.52017753
766	44.50561449
767	44.47457297
768	44.46420416
769	44.43428801
770	44.4125326
771	44.38948047
772	44.35330574
773	44.31992605
774	44.29637803
775	44.27447629
776	44.24251321
777	44.21987025
778	44.16562411
779	44.16344936
780	44.14227572
781	44.09768348
782	44.08148914
783	44.05903769
784	44.05071459
785	44.04910597
786	44.02854613
787	44.01743572
788	43.99516111
789	43.94494497
790	43.94076431
791	43.93841497
792	43.90554469
793	43.87639646
794	43.86858033
795	43.85781252
796	43.82132191
797	43.7598911
798	43.73004319
799	43.69334706
800	43.69208801
801	43.69095075
802	43.68961335
803	43.65459409
804	43.64198605
805	43.58655721
806	43.56195827
807	43.55069318
808	43.54252261
809	43.51106299
810	43.46257748
811	43.41684247
812	43.41550433
813	43.38963116
814	43.37193428
815	43.34275419
816	43.31021069
817	43.27646681
818	43.26393421
819	43.20418515
820	43.19813109
821	43.15824889
822	43.14373669
823	43.13505634
824	43.08860298
825	43.082076
826	43.07739335
827	43.06530992
828	43.04752082
829	43.02615933
830	42.99382882
831	42.96131128
832	42.93585027
833	42.92318235
834	42.89066091
835	42.86352374
836	42.81983206
837	42.80935106
838	42.78395834
839	42.76896561
840	42.729071
841	42.69579161
842	42.6944663
843	42.66245724
844	42.621705
845	42.58531024
846	42.57555395
847	42.55728543
848	42.52564071
849	42.49280064
850	42.46799932
851	42.41953069
852	42.40841682
853	42.37731706
854	42.36812941
855	42.36052558
856	42.33125808
857	42.30428763
858	42.28462597
859	42.26845811
860	42.26622694
861	42.25450574
862	42.21954421
863	42.20563259
864	42.19168985
865	42.15082986
866	42.1324055
867	42.09722958
868	42.06662721
869	42.02630863
870	42.01775831
871	42.01003556
872	41.97832914
873	41.9178461
874	41.88643781
875	41.86644193
876	41.84258119
877	41.82144609
878	41.78323206
879	41.75012528
880	41.71599041
881	41.68926006
882	41.66682848
883	41.63849161
884	41.6130144
885	41.61200255
886	41.58577042
887	41.53639781
888	41.50618075
889	41.48350097
890	41.43910203
891	41.43513373
892	41.43389769
893	41.38936406
894	41.35727095
895	41.32186652
896	41.28542432
897	41.24965177
898	41.22416085
899	41.22074033
900	41.19405089
901	41.18919694
902	41.15893533
903	41.14457709
904	41.13932468
905	41.11631338
906	41.08006471
907	41.07828616
908	41.06314916
909	41.03782959
910	41.01241981
911	40.98217267
912	40.96068179
913	40.92086152
914	40.87383657
915	40.87245769
916	40.86800816
917	40.84331226
918	40.83452134
919	40.7915572
920	40.75352573
921	40.73249856
922	40.70031831
923	40.69467086
924	40.67451997
925	40.6384693
926	40.63463835
927	40.61952029
928	40.60830904
929	40.59729095
930	40.58678155
931	40.57990072
932	40.55229341
933	40.49209026
934	40.47982906
935	40.46137332
936	40.4458616
937	40.41629677
938	40.39925019
939	40.38354554
940	40.38234056
941	40.3638817
942	40.3505065
943	40.32639788
944	40.32494719
945	40.29851123
946	40.26654741
947	40.25740006
948	40.21873082
949	40.19925922
950	40.19109413
951	40.1849625
952	40.15169483
953	40.11592818
954	40.07509065
955	40.04645947
956	40.03922201
957	40.03186239
958	39.99680685
959	39.98408928
960	39.97626758
961	39.93761765
962	39.93662342
963	39.91079178
964	39.88630368
965	39.86957726
966	39.85060946
967	39.8490916
968	39.83327277
969	39.82137955
970	39.81456588
971	39.79004379
972	39.77850142
973	39.75969742
974	39.74443264
975	39.73808862
976	39.71454663
977	39.68498416
978	39.66296742
979	39.65150369
980	39.64964086
981	39.6451133
982	39.61415859
983	39.60261413
984	39.5818902
985	39.56988899
986	39.54304971
987	39.50517031
988	39.50163562
989	39.47861253
990	39.43163481
991	39.42071929
992	39.39983604
993	39.39893452
994	39.3866206
995	39.3374921
996	39.31334242
997	39.29218954
998	39.24582244
999	39.22248927
